run_id,protocol_version,run_group,training_scope,method,method_label,dataset,seed,alpha,output_root,final_result_dir,implementation_status,run_status,preflight_required,preflight_status,model,federated_optimizer,client_optimizer,client_num_in_total,client_num_per_round,comm_round,epochs,batch_size,partition_method,partition_alpha,data_cache_dir,learning_rate,learning_rate_status,weight_decay,critic_multiplier,server_learning_rate,gradient_clip_norm,simple_model_selection_epochs,f_history_model_selection_epochs,model_selection_batch_size,using_gpu,gpu_id,notes,auxiliary_regression,auxiliary_regression_epochs,objective_lambda_1,append_round_csv,periodic_checkpoint_interval,log_test_mse_by_round,test_mse_used_for_selection,selection_metric_source,objective_mode,aggregation_weighting,server_buffer_policy,source_manifest,source_run_id
det_screen_postbn_femnist_x_fedgda_d_seed0_alpha0p5_lr0p003_cm5,highdim_deterministic_screen_post_bn_v1,highdim_deterministic_screen_post_bn_20260822,federated,fedgda_d,FedGDA-D,femnist_x,0,0.5,results/highdim_deterministic_screen_post_bn_20260822,results/highdim_deterministic_screen_post_bn_20260822/femnist_x/fedgda_d/seed_0/det_screen_postbn_femnist_x_fedgda_d_seed0_alpha0p5_lr0p003_cm5,ready,not_started,True,bn_buffer_diagnostic_certified,lr,FedAvg,sgd,10,10,150,3,0,hetero,0.5,data,0.003,screen_candidate,0.001,5,1.5,1.0,100,60,200,True,,Fresh post-BatchNorm-fix screen run. No checkpoint or optimizer state is reused; intended configuration copied from det_screen_femnist_x_fedgda_d_seed0_alpha0p5_lr0p003_cm5.,False,0,0.1,True,0,False,False,validation,legacy,sample_size,direct_client_aggregate,experiments/highdim_coauthor_protocol_v1/deterministic_screen_20260813/screen_manifest.csv,det_screen_femnist_x_fedgda_d_seed0_alpha0p5_lr0p003_cm5
det_screen_postbn_femnist_x_fedgda_d_seed0_alpha0p5_lr0p003_cm10,highdim_deterministic_screen_post_bn_v1,highdim_deterministic_screen_post_bn_20260822,federated,fedgda_d,FedGDA-D,femnist_x,0,0.5,results/highdim_deterministic_screen_post_bn_20260822,results/highdim_deterministic_screen_post_bn_20260822/femnist_x/fedgda_d/seed_0/det_screen_postbn_femnist_x_fedgda_d_seed0_alpha0p5_lr0p003_cm10,ready,not_started,True,bn_buffer_diagnostic_certified,lr,FedAvg,sgd,10,10,150,3,0,hetero,0.5,data,0.003,screen_candidate,0.001,10,1.5,1.0,100,60,200,True,,Fresh post-BatchNorm-fix screen run. No checkpoint or optimizer state is reused; intended configuration copied from det_screen_femnist_x_fedgda_d_seed0_alpha0p5_lr0p003_cm10.,False,0,0.1,True,0,False,False,validation,legacy,sample_size,direct_client_aggregate,experiments/highdim_coauthor_protocol_v1/deterministic_screen_20260813/screen_manifest.csv,det_screen_femnist_x_fedgda_d_seed0_alpha0p5_lr0p003_cm10
det_screen_postbn_femnist_x_fedgda_d_seed0_alpha0p5_lr0p01_cm5,highdim_deterministic_screen_post_bn_v1,highdim_deterministic_screen_post_bn_20260822,federated,fedgda_d,FedGDA-D,femnist_x,0,0.5,results/highdim_deterministic_screen_post_bn_20260822,results/highdim_deterministic_screen_post_bn_20260822/femnist_x/fedgda_d/seed_0/det_screen_postbn_femnist_x_fedgda_d_seed0_alpha0p5_lr0p01_cm5,ready,not_started,True,bn_buffer_diagnostic_certified,lr,FedAvg,sgd,10,10,150,3,0,hetero,0.5,data,0.01,screen_candidate,0.001,5,1.5,1.0,100,60,200,True,,Fresh post-BatchNorm-fix screen run. No checkpoint or optimizer state is reused; intended configuration copied from det_screen_femnist_x_fedgda_d_seed0_alpha0p5_lr0p01_cm5.,False,0,0.1,True,0,False,False,validation,legacy,sample_size,direct_client_aggregate,experiments/highdim_coauthor_protocol_v1/deterministic_screen_20260813/screen_manifest.csv,det_screen_femnist_x_fedgda_d_seed0_alpha0p5_lr0p01_cm5
det_screen_postbn_femnist_x_fedgda_d_seed0_alpha0p5_lr0p01_cm10,highdim_deterministic_screen_post_bn_v1,highdim_deterministic_screen_post_bn_20260822,federated,fedgda_d,FedGDA-D,femnist_x,0,0.5,results/highdim_deterministic_screen_post_bn_20260822,results/highdim_deterministic_screen_post_bn_20260822/femnist_x/fedgda_d/seed_0/det_screen_postbn_femnist_x_fedgda_d_seed0_alpha0p5_lr0p01_cm10,ready,not_started,True,bn_buffer_diagnostic_certified,lr,FedAvg,sgd,10,10,150,3,0,hetero,0.5,data,0.01,screen_candidate,0.001,10,1.5,1.0,100,60,200,True,,Fresh post-BatchNorm-fix screen run. No checkpoint or optimizer state is reused; intended configuration copied from det_screen_femnist_x_fedgda_d_seed0_alpha0p5_lr0p01_cm10.,False,0,0.1,True,0,False,False,validation,legacy,sample_size,direct_client_aggregate,experiments/highdim_coauthor_protocol_v1/deterministic_screen_20260813/screen_manifest.csv,det_screen_femnist_x_fedgda_d_seed0_alpha0p5_lr0p01_cm10
det_screen_postbn_femnist_x_fedgda_d_seed0_alpha0p5_lr0p03_cm5,highdim_deterministic_screen_post_bn_v1,highdim_deterministic_screen_post_bn_20260822,federated,fedgda_d,FedGDA-D,femnist_x,0,0.5,results/highdim_deterministic_screen_post_bn_20260822,results/highdim_deterministic_screen_post_bn_20260822/femnist_x/fedgda_d/seed_0/det_screen_postbn_femnist_x_fedgda_d_seed0_alpha0p5_lr0p03_cm5,ready,not_started,True,bn_buffer_diagnostic_certified,lr,FedAvg,sgd,10,10,150,3,0,hetero,0.5,data,0.03,screen_candidate,0.001,5,1.5,1.0,100,60,200,True,,Fresh post-BatchNorm-fix screen run. No checkpoint or optimizer state is reused; intended configuration copied from det_screen_femnist_x_fedgda_d_seed0_alpha0p5_lr0p03_cm5.,False,0,0.1,True,0,False,False,validation,legacy,sample_size,direct_client_aggregate,experiments/highdim_coauthor_protocol_v1/deterministic_screen_20260813/screen_manifest.csv,det_screen_femnist_x_fedgda_d_seed0_alpha0p5_lr0p03_cm5
det_screen_postbn_femnist_x_fedgda_d_seed0_alpha0p5_lr0p03_cm10,highdim_deterministic_screen_post_bn_v1,highdim_deterministic_screen_post_bn_20260822,federated,fedgda_d,FedGDA-D,femnist_x,0,0.5,results/highdim_deterministic_screen_post_bn_20260822,results/highdim_deterministic_screen_post_bn_20260822/femnist_x/fedgda_d/seed_0/det_screen_postbn_femnist_x_fedgda_d_seed0_alpha0p5_lr0p03_cm10,ready,not_started,True,bn_buffer_diagnostic_certified,lr,FedAvg,sgd,10,10,150,3,0,hetero,0.5,data,0.03,screen_candidate,0.001,10,1.5,1.0,100,60,200,True,,Fresh post-BatchNorm-fix screen run. No checkpoint or optimizer state is reused; intended configuration copied from det_screen_femnist_x_fedgda_d_seed0_alpha0p5_lr0p03_cm10.,False,0,0.1,True,0,False,False,validation,legacy,sample_size,direct_client_aggregate,experiments/highdim_coauthor_protocol_v1/deterministic_screen_20260813/screen_manifest.csv,det_screen_femnist_x_fedgda_d_seed0_alpha0p5_lr0p03_cm10
det_screen_postbn_femnist_x_fedogda_d_seed0_alpha0p5_lr0p001_cm5,highdim_deterministic_screen_post_bn_v1,highdim_deterministic_screen_post_bn_20260822,federated,fedogda_d,FedOGDA-D,femnist_x,0,0.5,results/highdim_deterministic_screen_post_bn_20260822,results/highdim_deterministic_screen_post_bn_20260822/femnist_x/fedogda_d/seed_0/det_screen_postbn_femnist_x_fedogda_d_seed0_alpha0p5_lr0p001_cm5,ready,not_started,True,bn_buffer_diagnostic_certified,lr,FedAvg,ogda,10,10,150,3,0,hetero,0.5,data,0.001,screen_candidate,0.001,5,1.5,1.0,100,60,200,True,,Fresh post-BatchNorm-fix screen run. No checkpoint or optimizer state is reused; intended configuration copied from det_screen_femnist_x_fedogda_d_seed0_alpha0p5_lr0p001_cm5.,False,0,0.1,True,0,False,False,validation,legacy,sample_size,direct_client_aggregate,experiments/highdim_coauthor_protocol_v1/deterministic_screen_20260813/screen_manifest.csv,det_screen_femnist_x_fedogda_d_seed0_alpha0p5_lr0p001_cm5
det_screen_postbn_femnist_x_fedogda_d_seed0_alpha0p5_lr0p001_cm10,highdim_deterministic_screen_post_bn_v1,highdim_deterministic_screen_post_bn_20260822,federated,fedogda_d,FedOGDA-D,femnist_x,0,0.5,results/highdim_deterministic_screen_post_bn_20260822,results/highdim_deterministic_screen_post_bn_20260822/femnist_x/fedogda_d/seed_0/det_screen_postbn_femnist_x_fedogda_d_seed0_alpha0p5_lr0p001_cm10,ready,not_started,True,bn_buffer_diagnostic_certified,lr,FedAvg,ogda,10,10,150,3,0,hetero,0.5,data,0.001,screen_candidate,0.001,10,1.5,1.0,100,60,200,True,,Fresh post-BatchNorm-fix screen run. No checkpoint or optimizer state is reused; intended configuration copied from det_screen_femnist_x_fedogda_d_seed0_alpha0p5_lr0p001_cm10.,False,0,0.1,True,0,False,False,validation,legacy,sample_size,direct_client_aggregate,experiments/highdim_coauthor_protocol_v1/deterministic_screen_20260813/screen_manifest.csv,det_screen_femnist_x_fedogda_d_seed0_alpha0p5_lr0p001_cm10
det_screen_postbn_femnist_x_fedogda_d_seed0_alpha0p5_lr0p003_cm5,highdim_deterministic_screen_post_bn_v1,highdim_deterministic_screen_post_bn_20260822,federated,fedogda_d,FedOGDA-D,femnist_x,0,0.5,results/highdim_deterministic_screen_post_bn_20260822,results/highdim_deterministic_screen_post_bn_20260822/femnist_x/fedogda_d/seed_0/det_screen_postbn_femnist_x_fedogda_d_seed0_alpha0p5_lr0p003_cm5,ready,not_started,True,bn_buffer_diagnostic_certified,lr,FedAvg,ogda,10,10,150,3,0,hetero,0.5,data,0.003,screen_candidate,0.001,5,1.5,1.0,100,60,200,True,,Fresh post-BatchNorm-fix screen run. No checkpoint or optimizer state is reused; intended configuration copied from det_screen_femnist_x_fedogda_d_seed0_alpha0p5_lr0p003_cm5.,False,0,0.1,True,0,False,False,validation,legacy,sample_size,direct_client_aggregate,experiments/highdim_coauthor_protocol_v1/deterministic_screen_20260813/screen_manifest.csv,det_screen_femnist_x_fedogda_d_seed0_alpha0p5_lr0p003_cm5
det_screen_postbn_femnist_x_fedogda_d_seed0_alpha0p5_lr0p003_cm10,highdim_deterministic_screen_post_bn_v1,highdim_deterministic_screen_post_bn_20260822,federated,fedogda_d,FedOGDA-D,femnist_x,0,0.5,results/highdim_deterministic_screen_post_bn_20260822,results/highdim_deterministic_screen_post_bn_20260822/femnist_x/fedogda_d/seed_0/det_screen_postbn_femnist_x_fedogda_d_seed0_alpha0p5_lr0p003_cm10,ready,not_started,True,bn_buffer_diagnostic_certified,lr,FedAvg,ogda,10,10,150,3,0,hetero,0.5,data,0.003,screen_candidate,0.001,10,1.5,1.0,100,60,200,True,,Fresh post-BatchNorm-fix screen run. No checkpoint or optimizer state is reused; intended configuration copied from det_screen_femnist_x_fedogda_d_seed0_alpha0p5_lr0p003_cm10.,False,0,0.1,True,0,False,False,validation,legacy,sample_size,direct_client_aggregate,experiments/highdim_coauthor_protocol_v1/deterministic_screen_20260813/screen_manifest.csv,det_screen_femnist_x_fedogda_d_seed0_alpha0p5_lr0p003_cm10
det_screen_postbn_femnist_x_fedogda_d_seed0_alpha0p5_lr0p01_cm5,highdim_deterministic_screen_post_bn_v1,highdim_deterministic_screen_post_bn_20260822,federated,fedogda_d,FedOGDA-D,femnist_x,0,0.5,results/highdim_deterministic_screen_post_bn_20260822,results/highdim_deterministic_screen_post_bn_20260822/femnist_x/fedogda_d/seed_0/det_screen_postbn_femnist_x_fedogda_d_seed0_alpha0p5_lr0p01_cm5,ready,not_started,True,bn_buffer_diagnostic_certified,lr,FedAvg,ogda,10,10,150,3,0,hetero,0.5,data,0.01,screen_candidate,0.001,5,1.5,1.0,100,60,200,True,,Fresh post-BatchNorm-fix screen run. No checkpoint or optimizer state is reused; intended configuration copied from det_screen_femnist_x_fedogda_d_seed0_alpha0p5_lr0p01_cm5.,False,0,0.1,True,0,False,False,validation,legacy,sample_size,direct_client_aggregate,experiments/highdim_coauthor_protocol_v1/deterministic_screen_20260813/screen_manifest.csv,det_screen_femnist_x_fedogda_d_seed0_alpha0p5_lr0p01_cm5
det_screen_postbn_femnist_x_fedogda_d_seed0_alpha0p5_lr0p01_cm10,highdim_deterministic_screen_post_bn_v1,highdim_deterministic_screen_post_bn_20260822,federated,fedogda_d,FedOGDA-D,femnist_x,0,0.5,results/highdim_deterministic_screen_post_bn_20260822,results/highdim_deterministic_screen_post_bn_20260822/femnist_x/fedogda_d/seed_0/det_screen_postbn_femnist_x_fedogda_d_seed0_alpha0p5_lr0p01_cm10,ready,not_started,True,bn_buffer_diagnostic_certified,lr,FedAvg,ogda,10,10,150,3,0,hetero,0.5,data,0.01,screen_candidate,0.001,10,1.5,1.0,100,60,200,True,,Fresh post-BatchNorm-fix screen run. No checkpoint or optimizer state is reused; intended configuration copied from det_screen_femnist_x_fedogda_d_seed0_alpha0p5_lr0p01_cm10.,False,0,0.1,True,0,False,False,validation,legacy,sample_size,direct_client_aggregate,experiments/highdim_coauthor_protocol_v1/deterministic_screen_20260813/screen_manifest.csv,det_screen_femnist_x_fedogda_d_seed0_alpha0p5_lr0p01_cm10
det_screen_postbn_femnist_xz_fedgda_d_seed0_alpha0p5_lr0p003_cm1,highdim_deterministic_screen_post_bn_v1,highdim_deterministic_screen_post_bn_20260822,federated,fedgda_d,FedGDA-D,femnist_xz,0,0.5,results/highdim_deterministic_screen_post_bn_20260822,results/highdim_deterministic_screen_post_bn_20260822/femnist_xz/fedgda_d/seed_0/det_screen_postbn_femnist_xz_fedgda_d_seed0_alpha0p5_lr0p003_cm1,ready,not_started,True,bn_buffer_diagnostic_certified,lr,FedAvg,sgd,10,10,150,3,0,hetero,0.5,data,0.003,screen_candidate,0.001,1,1.5,1.0,100,60,200,True,,Fresh post-BatchNorm-fix screen run. No checkpoint or optimizer state is reused; intended configuration copied from det_screen_femnist_xz_fedgda_d_seed0_alpha0p5_lr0p003_cm1.,False,0,0.1,True,0,False,False,validation,legacy,sample_size,direct_client_aggregate,experiments/highdim_coauthor_protocol_v1/deterministic_screen_20260813/screen_manifest.csv,det_screen_femnist_xz_fedgda_d_seed0_alpha0p5_lr0p003_cm1
